url,frequency
www.costco.ca/kirkland-signature-43-in.-16-drawer-top-chest-and-cabinet-combo.product.100427074.html,2
costco.ca/philips-sonicare-for-kids-connected-dual-handle-2-pack.product.100302090.html,2
"www.costco.ca/advantagemat%c2%ae-clear-vinyl-rectangular-chair-mat-for-hard-floors---48""-x-60"".product.100301934.html",2
costco.ca/.product.100780734.html,2
www.costco.ca/t-fal-ultraglide-plus-steam-iron.product.100729480.html,2
www.costco.ca/boucles-d%e2%80%99oreilles-%c3%a0-citrine-taille-coussin-et-%c3%a0-diamants-(0%2c33-ct).product.PII_Annalect_Identified_02.html,2
www.costco.ca/akam/13/pixel_31a9a6c,2
www.costco.ca/sony-65-in.-4k-hdr-android-smart-tv-xbr65x950h.product.100647140.html,2
"www.costco.ca/acer-cp311-3h-k0hg-2-in-1-chromebook-bundle,-mediatek-mt8183c.product.100785990.html",2
www.costco.ca/segma-jacinta-indoor-area-rug.product.100805314.html,2
www.costco.ca/akam/11/pixel_31a84f6,2
www.costco.ca/walker-casket-pedestal-style-oak-urn.product.100478201.html,2
www.costco.ca/germguardian-%e2%80%93-filtre-purificateur-d'air-hepa-de-rechange-flt5000-en-ensemble-de-2.product.100121589.html,2
www.costco.ca/akam/11/pixel_17fc757e,2
www.costco.ca/cleartex-advantagemat-chair-mat-for-low-pile-carpet-up-to-6-mm-(0.25-in.).product.100284270.html,2
www.costco.ca/lorex-security-system-8-channel-4k-fusion-series-nvr.product.100775553.html,2
www.costco.ca/samsung-2-piece-top-load-and-front-load-laundry-suite-with-5-cu.-ft.-washer-and-7.2-cu.-ft-dryer-in-white.product.100743489.html,2
www.costco.ca/akam/11/pixel_31a9b93,2
www.costco.ca/gertmenian-thomasville-marketplace-geo-blue-shag-rug.product.100720674.html,2
www.costco.ca/hp-multifunction-pro-m479fdw-laserjet-colour-printer.product.100520087.html,2
"www.costco.ca/apple-iphone-13-pro-1tb,-unlocked.product.100807332.html",2
www.costco.ca/avf-adjustable-tilt-mount-for-37-in.-to-80-in.-flat-panel-tvs.product.100684327.html,2
www.costco.ca/akam/11/pixel_51a73030,2
www.costco.ca/mohawk-home-sculptured-accent-mat.product.100719967.html,2
www.costco.ca/akam/11/pixel_31a9bc9,2
www.costco.ca/samsung-3-piece-platinum-laundry-suite-with-5.2-cu.-ft.-front-load-washer-with-steam-and-7.5-cu.-ft.-dryer-with-steam-sanitize+-and-stacking-kit.product.100570971.html,2
www.costco.ca/nMu5/CrC5/axu/3Ji/fJqA/Y7r1SpcJwEOi/PFY6AQ/PHFQb/BNcAAY,2
www.costco.ca/.product.100481420.html,2
"www.costco.ca/lego-technic-off-road-buggy,-42124.product.100736590.html",2
costco.ca/aromatic-spanish-lavender-collection.product.100540898.html,2
costco.ca/blackstone-savona-30.5-cm-(12-in.)-hybrid-memory-foam-double-mattress-with-storage-bed.product.100720450.html,2
www.costco.ca/studio-bathe-thomson-48-in.-vanity-with-power-bar.product.100516965.html,2
www.costco.ca/kona-61-cm-(24-in.)-bookcase-with-tempered-glass.product.100222741.html,2
www.costco.ca/akam/11/pixel_31a99bd,2
www.costco.ca/g.h.-bass-%26-co-men&apos,2
www.costco.ca/Ensemble%20combin%C3%A9%20de%206%20outils%20Porter%20Cable.product.1603852.html,2
www.costco.ca/akam/11/pixel_31a8421,2
www.costco.ca/lg---laveuse-%c3%a0-vapeur-%c3%a0-chargement-frontal-de-5%2c2-pi-cu-en-acier-noir-avec-technologie-turbowash-360-et-ai-dd.product.100762352.html,2
www.costco.ca/round-brilliant-diamond-heart-pendant-(0.10-ctw).product.100809180.html,2
www.costco.ca/royal-sovereign-8-sheet-personal-cross-cut-shredder.product.100509794.html,2
www.costco.ca/.product.100736529.html,2
www.costco.ca/akam/11/pixel_179189aa,2
www.costco.ca/philips-oneblade-face+body.product.100510603.html,2
www.costco.ca/akam/13/pixel_31a9ac1,2
www.costco.ca/akam/11/pixel_31a8626,2
costco.ca/skechers-womens-go-walk-joy-shoe.product.100797269.html,2
www.costco.ca/akam/11/pixel_4c06ad6f,2
www.costco.ca/akam/13/pixel_6b313d01,2
www.costco.ca/lego-city-passenger-train--60197.product.100424234.html,2
www.costco.ca/.product.100430363.html,2
www.costco.ca/metamucil-100%-natural-psyllium-husk-daily-fibre-supplement---300-capsules.product.100360455.html,2
costco.ca/.product.1442492.html,2
forums.redflagdeals.com/tags/costco.ca/,2
www.costco.ca/brother-tn-430-black-toner-cartridge.product.10283655.html,2
"costco.ca/gillette-fusion-proglide-power,-16-cartridges.product.100495846.html",2
www.costco.ca/akam/11/pixel_361c0473,2
costco.ca/norwegian-fjord-smoked-steelhead-salmon-250-g-(8.8-oz)-8-pack.product.100723149.html,2
www.costco.ca/fila-women%E2%80%99s-french-terry-jogger.product.100763229.html,2
www.costco.ca/akam/13/pixel_31a9880,2
"www.costco.ca/asobu-380-ml-(12-oz.)-vacuum-insulated-stainless-steel-mug-with-lid,-2-pack.product.100721465.html",2
www.costco.ca/andria-modern-top-grain-leather-power-reclining-sofa.product.100750993.html,2
www.costco.ca/akam/11/pixel_b865287,2
"www.costco.ca/asus---ordinateur-de-bureau-d641sc-q73sp,-i7-9700.product.100527920.html",2
"www.costco.ca/germguardian-elite-pluggable-uv-c-air-sanitizer-and-deodorizer,-2-pack.product.100674463.html",2
www.costco.ca/akam/13/pixel_31a9893,2
www.costco.ca/.product.100118846.html,2
"www.costco.ca/feit,-4-ft.-led-linear-tube-2-pack.product.100685707.html",2
www.costco.ca/akam/11/pixel_1235592c,2
www.costco.ca/akam/13/pixel_5250ed0a,2
www.costco.ca/%E2%80%8Bkidkraft-double-chaise-lounge.product.100333493.html,2
www.costco.ca/holmes-workwear-high-visibility-overalls.product.100400653.html,2
"www.costco.ca/contigo-414-ml(14-oz.)-luxe-travel-mug,-2-pack.product.100489589.html",2
www.costco.ca/akam/11/pixel_3487fce7,2
www.costco.ca/akam/11/pixel_b8652b6,2
www.costco.ca/webcontent/f2454797ui192b90d6eae12dcb41dc,2
costco.ca/bracelets.html,2
costco.ca/baby-bedding.html,2
www.costco.ca/thumper-sport-percussive-massager.product.100486372.html,2
www.costco.ca/.product.100515136.html,2
costco.ca/binoculars.html,2
www.costco.ca/akam/11/pixel_7d993394,2
"costco.ca/pyrex-mickey-&-minnie-mouse-decorated-glass-storage-set,-8-pieces.product.100815739.html",2
www.costco.ca/ge-24-po-ge---cuisini%c3%a8re-autonome-au-gaz-de-24-po-blanche-%c3%a0-4-bruleurs-scell%c3%a9s.product.100494972.html,2
www.costco.ca/akam/13/pixel_24e7422,2
www.costco.ca/tempur-pedic-high-back-fabric-chair---black.product.100710956.html,2
www.costco.ca/akam/11/pixel_1571ba27,2
www.costco.ca/lazypants-women's-lounge-legging.product.100836479.html,2
www.costco.ca/akam/13/pixel_31a9a9e,2
www.costco.ca/.product.100425415.html,2
www.costco.ca/akam/11/pixel_2f6a2a6e,2
www.costco.ca/swissmar-8-person-geneva-raclette.product.100678433.html,2
costco.ca/michelin<sup>  <sup>-crossclimate<sup>  <sup>2.product.100017146.html,2
www.costco.ca/akam/13/pixel_31a99de,2
www.costco.ca/whirlpool---cuisini%c3%a8re-autonome-%c3%a9lectrique-de-30-po-en-acier-inoxydable-%c3%a0-convection-v%c3%a9ritable.product.100471373.html,2
costco.ca/.product.100776582.html,2
www.costco.ca/akam/11/pixel_40ede106,2
www.costco.ca/balai-d%e2%80%99essuie-glace-hybride-michelin-guardian-c%c3%b4t%c3%a9-conducteur.product.100735436.html,2
www.costco.ca/downy-unstopables-fresh-in-wash-scent-booster%2c-1.06-kg.product.100687813.html,2
"www.costco.ca/hydrasense-medium-stream,-210-ml,-2-pack.product.100338849.html",2
www.costco.ca/akam/11/pixel_31a9830,2
"www.costco.ca/no-sugar-keto-bar-birthday-cake,-2-pack.product.100566666.html",2
www.costco.ca/.product.100680197.html,2
www.costco.ca/macrolife-naturals-miracle-reds-90-powder-servings.product.100305453.html,2
costco.ca/novaform-overnight-recovery-gel-memory-foam-pillow-with-cooling-celliant-cover.product.100666279.html,2
costco.ca/.product.100417652.html,2
costco.ca/warehouse-locations/sainte-foy-qc-516.html,2
www.costco.ca/.product.100417607.html,2
"costco.ca/kleenex-ultra-soft-facial-tissues,-12-pack.product.100539406.html",2
www.costco.ca/.product.100659023.html,2
www.costco.ca/gar-flex-20m-(65-ft.)-hose.product.100720261.html,2
"www.costco.ca/samsung---réfrigérateur-de-33-po-et-de-25,5-pi-cu-en-acier-inoxydable-avec-porte-à-2-battants-et-technologie-twin-cooling-plus.product.100690453.html",2
www.costco.ca/excellenceplus+-3-year-warranty.-no-deductibles-and-no-additional-fees-for-computers-under-$500.product.100073627.html,2
www.costco.ca/ancona-%c3%89vier-double-7030-encastrable-sous-plan-prestige-series.product.100317750.html,2
costco.ca/emergency-food-kits.html#,2
sameday.costco.ca/shop/categories/104,2
www.costco.ca/akam/11/pixel_31a99d5,2
www.costco.ca/whylie---salon-de-jardin-3-pi%c3%a8ces-en-r%c3%a9sine-tress%c3%a9e.product.100570409.html,2
www.costco.ca/.product.100754597.html,2
www.costco.ca/woolrich-flannel-3-piece-twin-sheet-set.product.100680712.html,2
"www.costco.ca/moulin-rouge-four-peppercorn-blend,-450-g.product.100477006.html",2
"www.costco.ca/oat-canada-barista-sugar-free-oat-milk,-6-x-946-ml.product.100656800.html",2
costco.ca/beauty-tools-accessories.html,2
www.costco.ca/akam/11/pixel_18200673,2
www.costco.ca/adesso-bookcase.product.100416318.html,2
"www.costco.ca/multi-grain-cheerios-jumbo-twin-pack,-1.24-kg.product.100417833.html",2
www.costco.ca/lg-32-in.-qhd-ips-freesync-monitor-(2560-%c3%97-1440).product.100760488.html,2
www.costco.ca/comfort-tech-serene-medium-foam-double-mattress.product.100321665.html,2
www.costco.ca/akam/13/pixel_31a9872,2
www.costco.ca/ensemble-de-2-chaises-muskoka-collection-premium.product.100239916.html,2
www.costco.ca/top-grain-leather-modern-power-reclining-loveseat.product.100692416.html,2
www.costco.ca/dr-ho%e2%80%99s-percussion-massager.product.100722809.html,2
www.costco.ca/akam/13/pixel_31a9992,2
www.costco.ca/akam/13/pixel_31a9a49,2
www.costco.ca/.product.100666191.html,2
www.costco.ca/hisense-85-in.-4k-hdr-android-smart-tv-85h78g.product.100675480.html,2
www.costco.ca/.product.1279828.html,2
www.costco.ca/pink-solution-scrub-hard-surface-cleaner-2-pack-bundle.product.100324634.html,2
www.costco.ca/whirlpool-36-in.-25-cu.-ft.-black-stainless-steel-french-door-refrigerator-with-tap-touch-controls.product.100777407.html,2
www.costco.ca/akam/13/pixel_42643b65,2
www.costco.ca/.product.100651021.html,2
www.costco.ca/akam/11/pixel_31a9b0b,2
"www.costco.ca/globe-electric-led-frosted-a19-wi-fi-smart-bulb-tunable-white,-3-pack.product.100667702.html",2
costco.ca/hospitality-bath-towels-mats.html,2
www.costco.ca/akam/11/pixel_7e4f80d5,2
www.costco.ca/.product.100736562.html,2
www.costco.ca/akam/11/pixel_31a9b5c,2
www.costco.ca/akam/11/pixel_31a9847,2
www.costco.ca/motionwise-152.4-cm-%c3%97-76.2-cm-(60-in.-%c3%97-30-in.)-height-adjustable-standing-desk.product.100707822.html,2
www.costco.ca/.product.100054345.html,2
www.costco.ca/akam/11/pixel_31a8722,2
www.costco.ca/JylDim/ZJDb_e/Pdx5BI/nOhrc-/ESEpQp4V5kc1/J3xHYExPAQ/R0k/PFQkXOjUB,2
www.costco.ca/bin-warehouse-rack-%e2%80%93-8-file-box.product.100704685.html,2
www.costco.ca/husky-hitch-mounted-4-bike-carrier.product.100738537.html,2
www.costco.ca/vigo-greenwich-pull-down-kitchen-faucet.product.100537543.html,2
www.costco.ca/.product.359463.html,2
www.costco.ca/akam/11/pixel_31a9909,2
www.costco.ca/google-nest-thermostat-%E2%80%93-charcoal-%09%09%09.product.100811116.html,2
www.costco.ca/royal-410dx-full-featured-electronic-cash-register.product.100687470.html,2
www.costco.ca/fragrant-double-lilac-collection.product.100158188.html,2
www.costco.ca/terra-delyssa-%e2%80%93-extra-virgin-olive-oil-pouch-2-pack.product.100220764.html,2
www.costco.ca/waterridge-locklyn-widespread-bathroom-faucet.product.100832522.html,2
www.costco.ca/akam/11/pixel_ccd6abd,2
www.costco.ca/tresanti-white-height-adjustable-electric-desk.product.1325666.html,2
"www.costco.ca/apple-homepod-mini,--2-pack.product.100702966.html",2
www.costco.ca/.product.100693570.html,2
costco.ca/whirlpool-30-in.-19.7-cu.-ft.-stainless-steel-french-door-refrigerator-with-external-water-dispenser.product.100475900.html,2
www.costco.ca/greenworks-13a-20-in.-snow-thrower.product.100702314.html,2
www.costco.ca/gianna-contemporary-armed-dining-chair.product.100715957.html,2
"costco.ca/crafted-snacks-dark-chocolate-snappers,-680-g.product.100538468.html",2
customerservicefr.costco.ca/app/answers/list/kw/bounty plus/page/1,2
costco.ca/rebates.html,2
www.costco.ca/milan-bed.product.100314642.html,2
www.costco.ca/whirlpool-30-in.-stainless-steel-19.2-cu.-ft.-top-mount-refrigerator.product.100473187.html,2
www.costco.ca/akam/11/pixel_44af6180,2
costco.ca/kitchen-knife-sets.html,2
www.costco.ca/bedpure-bed-bug-and-allergen-protection-kit.product.100216631.html,2
"www.costco.ca/brooklyn-loom-3-piece-jersey-duvet-set,-light-grey.product.100696011.html",2
www.costco.ca/best-massage-3d-massage-chair-with-oxygen-ion-generator.product.100778318.html,2
www.costco.ca/akam/11/pixel_73c2821b,2
www.costco.ca/tungsten-carbide-men%e2%80%99s-wedding-band.product.10322686.html,2
"www.costco.ca/asus---ordinateur-portable-vivobook-15-x515ea-cs71-cb-avec-microsoft-365-personnel-1-an,-i7-1165g7.product.100787243.html",2
"www.costco.ca/richelieu-bathroom-accessory-kit,-4-piece-.product.100710608.html",2
www.costco.ca/akam/11/pixel_4bdcb7d,2
"www.costco.ca/bounty-plus-select-a-size-paper-towels,-12-x-92-sheets-.product.100491910.html",2
"www.costco.ca/garmin-rv-780-6.95-in.-gps-with-traffic,-rv-navigator.product.100714046.html",2
sameday.costco.ca/s/Z2daNnNENUti,2
www.costco.ca/classic-3-piece-lamp-set.product.100767899.html,2
www.costco.ca/.product.100559203.html,2
www.costco.ca/vigo---douche-de-coin-sans-cadre-winslow.product.100803531.html,2
www.costco.ca/akam/11/pixel_31a867e,2
www.costco.ca/kohler-anessia%E2%84%A2-touchless-pull-down-kitchen-faucet-wih-deck-plate.product.100972144.html,2
www.costco.ca/cosequin-ds-maximum-strength-plus-msm-joint-health-supplement-for-dogs-180-count.product.100320311.html,2
www.costco.ca/kidkraft-ultimate-slumber-party-mansion-dollhouse.product.100989201.html,2
www.costco.ca/apple---imac-de-27-po-avec-applecare-intel-i5-mmoire-vive-de-8-go-et-disque-ssd-de-512-go.product.100665576.html,2
www.costco.ca/camp-chef-artisan-outdoor-pizza-oven-and-bag-combo.product.100751405.html,2
www.costco.ca/community-relations.html,2
"www.costco.ca/sparkling-ice-flavoured-water-beverage-variety-pack,-24-count.product.100565035.html",2
customerservice.costco.ca/app/answers/detail/a_id/218/session/L2F2LzEvdGltZS8xNjQxMDU3MTEzL2dlbi8xNjQxMDU3MTEzL3NpZC9mVU9lUjhXSFptaFN5SE41UDdQUmQzdllfSFVwUG1JSzhzOVVVck5fTG1YWV85MnBtbVRnYTdJbHFVY3czNjJYZHA3c2FjQWlOV2ZrcHBIRHZQNFh6aXB4cndIanpWQ2pibk1mYUU2ZkdaWEVTWmNEdjZZWUE2NHclMjElMjE=,2
mobility.costco.ca/en/rogers-rate-plans/plan/14781/rogers-infinite-unlimited-canada-wide-calling-financing-25-gb/,2
www.costco.ca/Bestar-%E2%80%93-Classeur-lat%C3%A9ral-Merritt-.product.10338294.html,2
www.costco.ca/.product.100746085.html,2
www.costco.ca/high-polish-and-diamond-cut-heart-shape-stud-earrings-in-white-gold.product.100789636.html,2
www.costco.ca/tp-link-archer-gx90-ax6600-tri-band-wi-fi-6-gaming-router.product.100803505.html,2
www.costco.ca/akam/13/pixel_31a9b7d,2
costco.ca/.product.100470777.html,2
www.costco.ca/.product.100698557.html,2
www.costco.ca/.product.313740.html,2
www.costco.ca/.product.1528719.html,2
www.costco.ca/ove-48-ft.-(14.63-m)-glass-weatherproof-led-string-lights.product.100324178.html,2
www.costco.ca/OraA/QCzA/VmWm/Ef/yiJQ/5Sa7JQkr/QQcBPRwrSQ0/ZzJzdFs6/AGwB,2
www.costco.ca/tide-pods-spring-meadow-152-count.product.100851730.html,2
www.costco.ca/.product.100017140.html,2
www.costco.ca/ove-decors-geo-chrome-1-light-led-pendant.product.100522911.html,2
www.costco.ca/akam/13/pixel_3dffc423,2
www.costco.ca/lg-7.3-cu.-ft.-white-front-load-dryer-with-turbosteam-technology.product.100482649.html,2
costco.ca/patio-heaters-fire-columns.html,2
www.costco.ca/jbl---enceinte-portative-noire-bluetooth-flip-5.product.100506961.html,2
www.costco.ca/spa-dent-naturals-teeth-whitening-and-gum-health-kit.product.100358722.html,2
www.costco.ca/husky-storm-or-pro-high-performance-replacement-filter-bags-(2-pack-of-3-filtration-bags).product.100142387.html,2
www.costco.ca/progear-ultra-strength-power-cage-with-12-position-weight-bench.product.100694474.html,2
www.costco.ca/lego-disney-duplo-frozen-ice-castle.product.100506899.html,2
"www.costco.ca/swann---syst%c3%a8me-de-surveillance-%c3%a0-enregistreur-vid%c3%a9o-num%c3%a9rique-1080p-%c3%a0-8-canaux-avec-disque-dur-de-1-to,-6-cam%c3%a9ras-night2day.product.100677016.html",2
"www.costco.ca/bestar-logan-3-piece-workstation,-lateral-file-and-bookcase-.product.100141472.html",2
"www.costco.ca/starbucks-by-nespresso-single-serve,-60-count.product.100572082.html",2
www.costco.ca/webber-naturals-melatonin-5mg-extra-strength-easy-dissolve---300-sublingual-tablets.product.100668017.html,2
www.costco.ca/akam/13/pixel_31a980e,2
"www.costco.ca/jennifer-adams-courtepointe,-taupe.product.100665663.html",2
costco.ca/bedroom-furniture-chests-dressers.html,2
www.costco.ca/aquatherm-women%e2%80%99s-panuk-boot.product.100797365.html,2
"www.costco.ca/samsung---r%c3%a9frig%c3%a9rateur-4-portes-de-36-po-et-de-27,7-pi-cu-en-acier-inoxydable-avec-porte-%c3%a0-2-battants-et-technologie-family-hub.product.100527370.html",2
www.costco.ca/wcsstore/CostcoCABCCatalogAssetStore/Attachment/363532ainstallationinstructionbilingual.pdf,2
www.costco.ca/.product.100734161.html,2
www.costco.ca/akam/11/pixel_626661fc,2
www.costco.ca/dk2-hitch-mounted-cargo-carrier.product.100121569.html,2
www.costco.ca/bosch-300-series-2-piece-white-front-load-compact-laundry-suite-with-2.2-cu.-ft.-washer-and-4.0-cu.-ft.-dryer.product.PII_Annalect_Identified_02.html,2
www.costco.ca/frankie-2-piece-contemporary-sofa-with-angled-chaise.product.100737141.html,2
costco.ca/keter-denali-757-l-(200-gal.)-deck-box.product.100712942.html,2
www.costco.ca/webber-naturals-resveratrol-with-grape-seed-extract-20025-mg----3-x-90-capsules.product.100033623.html,2
www.costco.ca/claritin-allergy-10mg---120-tablets.product.100480741.html,2
"media-cdn.costco.ca/www3/;MID=182839;type=viewableimpression;placementID=1769183;setID=530932;channelID=0;CID=649735;BID=520651927;TAID=0;place=0;matches=[""FR""];referrer=https:/www.costco.ca",2
www.costco.ca/.product.100672991.html,2
costco.ca/webber-naturals-selenium----2-x-90-tablets.product.10303140.html,2
www.costco.ca/bushnell-powerview-12-%c3%97-25-mm-compact-binocular.product.100537768.html,2
"www.costco.ca/inno-foods-golden-nuggets,-500-g.product.100664143.html",2
www.costco.ca/leeds---lampadaire-noir-mat-avec-abat-jour-en-verre-opale.product.100671402.html,2
www.costco.ca/firman-performance-45503650-w-portable-generator-with-remote.product.100364784.html,2
customerservice.costco.ca/app/answers/detail/a_id/392/session/L3RpbWUvMTYzMzU2OTc0NC9nZW4vMTYzMzU2OTc0NC9zaWQvZlVnZmVCZlhmaGlJc0VEbFVWYmslN0Vmckd0YUJQYTlDeHMwa3hBRkllTmVlcG82VUI1RDhNZnJGS1hLb3A0MU5RclhyaHRsN3FRTklTUUo5SllVVndwQUJCJTdFMzJpN0tENEswM3pDMmpMbDN5ajNwenRYaG1kWDQwUSUyMSUyMQ==,2
www.costco.ca/florida-contemporary-top-grain-leather-right-hand-facing-sectional.product.100705301.html,2
costco.ca/cosco-244-cm-(8-ft.)-centrefold-table-with-handle.product.100402797.html,2
"www.costco.ca/innovative-eyewear-sunglass-readers,-pack-of-2.product.100504829.html",2
www.costco.ca/.product.100751821.html,2
www.costco.ca/ugg-women's-classic-short-ii-boot.product.100464685.html,2
www.costco.ca/champion-dual-fuel-4000-w-peak-rv-ready-portable-generator.product.100399936.html,2
"costco.ca/athena-100%-cotton-1000-thread-count,-4-piece-sheet-set.product.100314245.html",2
www.costco.ca/wesley-172.7-cm-(68-in.)-accent-console.product.100540328.html,2
www.costco.ca/english-laundry-men&apos,2
"www.costco.ca/himalayan-bath-salts,-2-pack.product.100250692.html",2
www.costco.ca/delonghi.html,2
costco.ca/playstation-5-dualsense-charging-station.product.100701493.html,2
www.costco.ca/madegood-chocolate-banana-organic-granola-minis.product.100400689.html,2
www.costco.ca/samsung-36-in.-27.7-cu.-ft.-stainless-steel-4-door-french-door-family-hub-refrigerator.product.100527370.html,2
costco.ca/levis-505-jean.product.100479860.html,2
www.costco.ca/kellogg&apos,2
www.costco.ca/akam/13/pixel_31a99ec,2
www.costco.ca/mondetta---legging-actif-pour-femmes.product.100655776.html,2
www.costco.ca/cellar-master-pinot-grigio-wine-kit.product.100248342.html,2
www.costco.ca/akam/11/pixel_31a98a1,2
www.costco.ca/.product.100523734.html,2
www.costco.ca/akam/11/pixel_7781a9a1,2
www.costco.ca/akam/11/pixel_7d9b8654,2
www.costco.ca/akam/13/pixel_724e9b2f,2
"www.costco.ca/band-aid-adhesive-bandages-assorted-pack,-210-count.product.100477475.html",2
costco.ca/presto-heatdish-plus-tilt-parabolic-heater.product.100752388.html,2
www.costco.ca/webcontent/87e2a940ui192b90d6eae12dcb41dc,2
www.costco.ca/akam/11/pixel_31a8593,2
"www.costco.ca/ocean%e2%80%99s-wild-sockeye-salmon,-4-count.product.100538509.html",2
costco.ca/martha-stewart-100%-cotton-sateen-4-piece-queen-sheet-set.product.100713580.html,2
www.costco.ca/akam/13/pixel_31a9ac2,2
order-sameday.costco.ca/orders/DeVQxec6q/receipt,2
www.costco.ca/akam/11/pixel_347c1802,2
www.costco.ca/.product.100364791.html,2
www.costco.ca/akam/13/pixel_31a9835,2
costco.ca/face-masks-shields.html,2
www.costco.ca/best-office-6--tier-wire-shelving-unit-48-in-%c3%97-18-in-%c3%97-82-in-with-3-in.-casters.product.100709384.html,2
www.costco.ca/quaker-quick-oats%2c-2-%c3%97-2.58-kg.product.100570610.html,2
www.costco.ca/samsung-2-piece-top-load-and-front-load-laundry-suite-with-5.8-cu.-ft.-washer-and-7.4-cu.-ft-dryer-in-white.product.100743510.html,2
www.costco.ca/akam/11/pixel_1b885272,2
www.costco.ca/shine-armor-waterless-wash%2C-wax-and-shine-kit%2C-2-pack.product.100733655.html,2
"www.costco.ca/acer-cb714-1wt-38df-ca-chromebook,-i3-8130u.product.100527404.html",2
www.costco.ca/akam/11/pixel_7da07139,2
memejour.costco.ca/store/order_changes/iCy6tl_zusWppWUQJw-8yo56XP7jWlYtlZk-FBoxXNFhFtEOWIIlwyucjA,2
www.costco.ca/iDESIGN%20Kitchen%20Bin%20Set%20-%204-piece.product.1464376.html,2
www.costco.ca/lg-2.6-cu.-ft.-all-in-one-front-load-washerdryer-combo-with-6motion-technology.product.100383178.html,2
www.costco.ca/akam/11/31a9a1c,2
www.costco.ca/soccer.html,2
sameday.costco.ca/shop/categories/24,2
"costco.ca/oral-b-kids-electric-toothbrush-and-refills,-disney's-spiderman--.product.100676384.html",2
www.costco.ca/.product.100485877.html,2
www.costco.ca/trinity-5-tier-nsf-outdoor-wire-shelving-rack.product.100040489.html,2
www.costco.ca/english-lavender-%e2%80%9cmunstead%e2%80%9d-%e2%80%93-3-bouchons.product.100757838.html,2
www.costco.ca/.product.100519156.html,2
www.costco.ca/scotts-turf-builder-tough-custom-grass-seed-1.4-kg%2C-4-pack.product.100657428.html,2
costco.ca/lego-super-mario-nintendo-entertainment-system-71374-with-bonus-master-your-adventure-maker-set-71380.product.100736562.html,2
www.costco.ca/zebra-36-in.-%c3%97-72-in.-sheer-weave-privacy-roller-blinds.product.100730113.html,2
costco.ca/génératrice-portative-à-essence-de-12-000-watts-à-démarrage-électrique.product.100720782.html,2
"www.costco.ca/talesma-sundance-bath-sheet,-2-pack.product.100404891.html",2
www.costco.ca/.product.100722562.html,2
www.costco.ca/.product.100721091.html,2
www.costco.ca/appollo-kaden---miroir-moderne-rectangulaire-biseaut%c3%a9-sans-cadre-de-55%2c8-cm-x-71-cm-(22-po-x-28-po).product.100758626.html,2
www.costco.ca/levis---jeans-505.product.100479860.html,2
"www.costco.ca/greenworks-%e2%80%93-souflleuse-%c3%a0-neige-de-13-a,-20-po.product.100702314.html",2
www.costco.ca/josef-seibel-men&apos,2
www.costco.ca/philips-sonicare-diamondclean-brush-heads-5-pack.product.100399845.html,2
www.costco.ca/.product.1332404.html,2
www.costco.ca/black-modern-pyramid-flame-heater.product.100780837.html,2
costco.ca/lazypants-women’s-fleece-jogger.product.100769842.html,2
www.costco.ca/.product.100765870.html,2
www.costco.ca/skullcandy-push-ultra-true-wireless-sport-earbuds.product.100713637.html,2
"www.costco.ca/apple-ipad-air-5,-10.9-in.-256-gb,-wi-fi,-apple-m1-chip-.product.100947347.html",2
www.costco.ca/akam/11/pixel_a734995,2
www.costco.ca/photo-centre-promo.html,2
www.costco.ca/iced-tea.html,2
www.costco.ca/.product.100786004.html,2
costco.ca/frigidaire-18-cu-ft.-white-upright-freezer-with-eventemp-cooling-system.product.100794079.html,2
www.costco.ca/kairos-rouge-park-22.86-cm-(9.0-in.)-wpc-vinyl-flooring.product.100497782.html,2
www.costco.ca/.product.100668017.html,2
"www.costco.ca/starbucks-by-nespresso-single-serve-espresso-roast,-60-capsules.product.100686074.html",2
www.costco.ca/.product.100678390.html,2
www.costco.ca/akam/11/pixel_31a9a84,2
www.costco.ca/.product.1348893.html,2
"www.costco.ca/samsung-75""-class---qn900a-series---8k-uhd-neo-qled-lcd-tv.product.100851900.html",2
"www.costco.ca/midland-x-talker-2-way-radios,-3-pack.product.100413867.html",2
www.costco.ca/whirlpool-9-cu-ft.-white-convertible-chest-freezer-with-baskets.product.100833364.html,2
costco.ca/floral.html,2
www.costco.ca/studio-bathe-thomson-72-in.-vanity-with-power-bar.product.100516926.html,2
www.costco.ca/pulaski---curio-cabinet-with-two-way-sliding-door.product.100675688.html,2
www.costco.ca/.product.100454306.html,2
www.costco.ca/akam/11/pixel_2898858,2
"www.costco.ca/holmes-workwear-safety-harness,-2-pack.product.100486794.html",2
"www.costco.ca/rachael-ray-non-stick-cookware-set,-12-piece.product.100828888.html",2
www.costco.ca/alesis-e-drum-total-quiet-electronic-drumkit.product.100721832.html,2
www.costco.ca/.product.100709386.html,2
www.costco.ca/akam/11/pixel_18323c38,2
www.costco.ca/starbucks-by-nespresso-single-serve%2C-60-count.product.100572082.html,2
www.costco.ca/akam/13/pixel_6ce53597,2
www.costco.ca/koolaburra-by-ugg-women's-parka.product.PII_Annalect_Identified_02.html,2
www.costco.ca/akam/11/pixel_31a8575,2
www.costco.ca/baby&apos,2
www.costco.ca/ninja-foodi---friteuse-%c3%a0-air-chaud-%c3%a0-deux-paniers--4-en-1-de-8-l-avec-technologie-dualzone.product.100726261.html,2
"www.costco.ca/kirkland-signature-carbonated-spring-water,-24-x-500-ml.product.100489845.html",2
